filename,filepath,label
353189.wav,data/backapp_full_audios/1/353189.wav,1
345933.wav,data/backapp_full_audios/1/345933.wav,1
220617.wav,data/backapp_full_audios/1/220617.wav,1
237419.wav,data/backapp_full_audios/1/237419.wav,1
415352.wav,data/backapp_full_audios/1/415352.wav,1
220818.wav,data/backapp_full_audios/1/220818.wav,1
395735.wav,data/backapp_full_audios/1/395735.wav,1
84353.wav,data/backapp_full_audios/1/84353.wav,1
165898.wav,data/backapp_full_audios/1/165898.wav,1
207860.wav,data/backapp_full_audios/1/207860.wav,1
344030.wav,data/backapp_full_audios/1/344030.wav,1
179321.wav,data/backapp_full_audios/1/179321.wav,1
110142.wav,data/backapp_full_audios/1/110142.wav,1
219647.wav,data/backapp_full_audios/1/219647.wav,1
172738.wav,data/backapp_full_audios/1/172738.wav,1
219653.wav,data/backapp_full_audios/1/219653.wav,1
63641.wav,data/backapp_full_audios/1/63641.wav,1
336841.wav,data/backapp_full_audios/1/336841.wav,1
166943.wav,data/backapp_full_audios/1/166943.wav,1
219685.wav,data/backapp_full_audios/1/219685.wav,1
439518.wav,data/backapp_full_audios/1/439518.wav,1
34283.wav,data/backapp_full_audios/1/34283.wav,1
492764.wav,data/backapp_full_audios/1/492764.wav,1
336538.wav,data/backapp_full_audios/1/336538.wav,1
415353.wav,data/backapp_full_audios/1/415353.wav,1
397686.wav,data/backapp_full_audios/1/397686.wav,1
242911.wav,data/backapp_full_audios/1/242911.wav,1
144338.wav,data/backapp_full_audios/1/144338.wav,1
338049.wav,data/backapp_full_audios/1/338049.wav,1
85538.wav,data/backapp_full_audios/1/85538.wav,1
251941.wav,data/backapp_full_audios/1/251941.wav,1
243376.wav,data/backapp_full_audios/1/243376.wav,1
261855.wav,data/backapp_full_audios/1/261855.wav,1
338934.wav,data/backapp_full_audios/1/338934.wav,1
26720.wav,data/backapp_full_audios/1/26720.wav,1
326883.wav,data/backapp_full_audios/1/326883.wav,1
405597.wav,data/backapp_full_audios/1/405597.wav,1
30988.wav,data/backapp_full_audios/1/30988.wav,1
219871.wav,data/backapp_full_audios/1/219871.wav,1
381802.wav,data/backapp_full_audios/1/381802.wav,1
239592.wav,data/backapp_full_audios/1/239592.wav,1
219657.wav,data/backapp_full_audios/1/219657.wav,1
42847.wav,data/backapp_full_audios/1/42847.wav,1
406504.wav,data/backapp_full_audios/1/406504.wav,1
219858.wav,data/backapp_full_audios/1/219858.wav,1
381803.wav,data/backapp_full_audios/1/381803.wav,1
179319.wav,data/backapp_full_audios/1/179319.wav,1
343954.wav,data/backapp_full_audios/1/343954.wav,1
326882.wav,data/backapp_full_audios/1/326882.wav,1
407587.wav,data/backapp_full_audios/1/407587.wav,1
278108.wav,data/backapp_full_audios/1/278108.wav,1
45523.wav,data/backapp_full_audios/1/45523.wav,1
261854.wav,data/backapp_full_audios/1/261854.wav,1
343411.wav,data/backapp_full_audios/1/343411.wav,1
243377.wav,data/backapp_full_audios/1/243377.wav,1
220822.wav,data/backapp_full_audios/1/220822.wav,1
235591.wav,data/backapp_full_audios/1/235591.wav,1
252244.wav,data/backapp_full_audios/1/252244.wav,1
415354.wav,data/backapp_full_audios/1/415354.wav,1
406843.wav,data/backapp_full_audios/1/406843.wav,1
351598.wav,data/backapp_full_audios/1/351598.wav,1
319537.wav,data/backapp_full_audios/1/319537.wav,1
245300.wav,data/backapp_full_audios/1/245300.wav,1
343771.wav,data/backapp_full_audios/1/343771.wav,1
381801.wav,data/backapp_full_audios/1/381801.wav,1
219867.wav,data/backapp_full_audios/1/219867.wav,1
69155.wav,data/backapp_full_audios/1/69155.wav,1
384213.wav,data/backapp_full_audios/1/384213.wav,1
364481.wav,data/backapp_full_audios/1/364481.wav,1
344037.wav,data/backapp_full_audios/1/344037.wav,1
179332.wav,data/backapp_full_audios/1/179332.wav,1
257711.wav,data/backapp_full_audios/1/257711.wav,1
179326.wav,data/backapp_full_audios/1/179326.wav,1
406088.wav,data/backapp_full_audios/1/406088.wav,1
157018.wav,data/backapp_full_audios/1/157018.wav,1
277562.wav,data/backapp_full_audios/1/277562.wav,1
338936.wav,data/backapp_full_audios/1/338936.wav,1
220823.wav,data/backapp_full_audios/1/220823.wav,1
180344.wav,data/backapp_full_audios/1/180344.wav,1
180350.wav,data/backapp_full_audios/1/180350.wav,1
381951.wav,data/backapp_full_audios/1/381951.wav,1
144337.wav,data/backapp_full_audios/1/144337.wav,1
241591.wav,data/backapp_full_audios/1/241591.wav,1
71139.wav,data/backapp_full_audios/1/71139.wav,1
9704.wav,data/backapp_full_audios/1/9704.wav,1
393010.wav,data/backapp_full_audios/1/393010.wav,1
179317.wav,data/backapp_full_audios/1/179317.wav,1
219856.wav,data/backapp_full_audios/1/219856.wav,1
125130.wav,data/backapp_full_audios/1/125130.wav,1
219665.wav,data/backapp_full_audios/1/219665.wav,1
42849.wav,data/backapp_full_audios/1/42849.wav,1
264842.wav,data/backapp_full_audios/1/264842.wav,1
219658.wav,data/backapp_full_audios/1/219658.wav,1
426195.wav,data/backapp_full_audios/1/426195.wav,1
351634.wav,data/backapp_full_audios/1/351634.wav,1
391362.wav,data/backapp_full_audios/1/391362.wav,1
21323.wav,data/backapp_full_audios/1/21323.wav,1
71299.wav,data/backapp_full_audios/1/71299.wav,1
222584.wav,data/backapp_full_audios/1/222584.wav,1
58794.wav,data/backapp_full_audios/1/58794.wav,1
156901.wav,data/backapp_full_audios/1/156901.wav,1
180348.wav,data/backapp_full_audios/1/180348.wav,1
381944.wav,data/backapp_full_audios/1/381944.wav,1
241592.wav,data/backapp_full_audios/1/241592.wav,1
345045.wav,data/backapp_full_audios/1/345045.wav,1
338938.wav,data/backapp_full_audios/1/338938.wav,1
222545.wav,data/backapp_full_audios/1/222545.wav,1
13797.wav,data/backapp_full_audios/1/13797.wav,1
394608.wav,data/backapp_full_audios/1/394608.wav,1
556706.wav,data/backapp_full_audios/1/556706.wav,1
343965.wav,data/backapp_full_audios/1/343965.wav,1
344039.wav,data/backapp_full_audios/1/344039.wav,1
543914.wav,data/backapp_full_audios/1/543914.wav,1
219666.wav,data/backapp_full_audios/1/219666.wav,1
255322.wav,data/backapp_full_audios/1/255322.wav,1
219882.wav,data/backapp_full_audios/1/219882.wav,1
172731.wav,data/backapp_full_audios/1/172731.wav,1
219883.wav,data/backapp_full_audios/1/219883.wav,1
432875.wav,data/backapp_full_audios/1/432875.wav,1
271242.wav,data/backapp_full_audios/1/271242.wav,1
326332.wav,data/backapp_full_audios/1/326332.wav,1
219868.wav,data/backapp_full_audios/1/219868.wav,1
179315.wav,data/backapp_full_audios/1/179315.wav,1
9706.wav,data/backapp_full_audios/1/9706.wav,1
132738.wav,data/backapp_full_audios/1/132738.wav,1
157163.wav,data/backapp_full_audios/1/157163.wav,1
58797.wav,data/backapp_full_audios/1/58797.wav,1
338939.wav,data/backapp_full_audios/1/338939.wav,1
399675.wav,data/backapp_full_audios/1/399675.wav,1
166619.wav,data/backapp_full_audios/1/166619.wav,1
241593.wav,data/backapp_full_audios/1/241593.wav,1
243380.wav,data/backapp_full_audios/1/243380.wav,1
381943.wav,data/backapp_full_audios/1/381943.wav,1
166621.wav,data/backapp_full_audios/1/166621.wav,1
68136.wav,data/backapp_full_audios/1/68136.wav,1
264918.wav,data/backapp_full_audios/1/264918.wav,1
368461.wav,data/backapp_full_audios/1/368461.wav,1
257691.wav,data/backapp_full_audios/1/257691.wav,1
222583.wav,data/backapp_full_audios/1/222583.wav,1
76644.wav,data/backapp_full_audios/1/76644.wav,1
343948.wav,data/backapp_full_audios/1/343948.wav,1
547961.wav,data/backapp_full_audios/1/547961.wav,1
343974.wav,data/backapp_full_audios/1/343974.wav,1
343960.wav,data/backapp_full_audios/1/343960.wav,1
132106.wav,data/backapp_full_audios/1/132106.wav,1
344028.wav,data/backapp_full_audios/1/344028.wav,1
345450.wav,data/backapp_full_audios/1/345450.wav,1
400182.wav,data/backapp_full_audios/1/400182.wav,1
351627.wav,data/backapp_full_audios/1/351627.wav,1
21324.wav,data/backapp_full_audios/1/21324.wav,1
219663.wav,data/backapp_full_audios/1/219663.wav,1
58803.wav,data/backapp_full_audios/1/58803.wav,1
391358.wav,data/backapp_full_audios/1/391358.wav,1
400183.wav,data/backapp_full_audios/1/400183.wav,1
344029.wav,data/backapp_full_audios/1/344029.wav,1
359130.wav,data/backapp_full_audios/1/359130.wav,1
33443.wav,data/backapp_full_audios/1/33443.wav,1
325548.wav,data/backapp_full_audios/1/325548.wav,1
457178.wav,data/backapp_full_audios/1/457178.wav,1
381942.wav,data/backapp_full_audios/1/381942.wav,1
220817.wav,data/backapp_full_audios/1/220817.wav,1
149825.wav,data/backapp_full_audios/1/149825.wav,1
173944.wav,data/backapp_full_audios/1/173944.wav,1
220368.wav,data/backapp_full_audios/1/220368.wav,1
422724.wav,data/backapp_full_audios/1/422724.wav,1
278895.wav,data/backapp_full_audios/1/278895.wav,1
319258.wav,data/backapp_full_audios/1/319258.wav,1
139087.wav,data/backapp_full_audios/1/139087.wav,1
338321.wav,data/backapp_full_audios/1/338321.wav,1
400181.wav,data/backapp_full_audios/1/400181.wav,1
391366.wav,data/backapp_full_audios/1/391366.wav,1
219660.wav,data/backapp_full_audios/1/219660.wav,1
77148.wav,data/backapp_full_audios/1/77148.wav,1
219661.wav,data/backapp_full_audios/1/219661.wav,1
351631.wav,data/backapp_full_audios/1/351631.wav,1
179313.wav,data/backapp_full_audios/1/179313.wav,1
139086.wav,data/backapp_full_audios/1/139086.wav,1
336537.wav,data/backapp_full_audios/1/336537.wav,1
173945.wav,data/backapp_full_audios/1/173945.wav,1
166623.wav,data/backapp_full_audios/1/166623.wav,1
220619.wav,data/backapp_full_audios/1/220619.wav,1
353185.wav,data/backapp_full_audios/1/353185.wav,1
393488.wav,data/backapp_full_audios/1/393488.wav,1
221548.wav,data/backapp_full_audios/1/221548.wav,1
254869.wav,data/backapp_full_audios/1/254869.wav,1
85554.wav,data/backapp_full_audios/1/85554.wav,1
573096.wav,data/backapp_full_audios/1/573096.wav,1
173088.wav,data/backapp_full_audios/1/173088.wav,1
182924.wav,data/backapp_full_audios/1/182924.wav,1
359154.wav,data/backapp_full_audios/1/359154.wav,1
353294.wav,data/backapp_full_audios/1/353294.wav,1
220291.wav,data/backapp_full_audios/1/220291.wav,1
360851.wav,data/backapp_full_audios/1/360851.wav,1
45604.wav,data/backapp_full_audios/1/45604.wav,1
45605.wav,data/backapp_full_audios/1/45605.wav,1
220045.wav,data/backapp_full_audios/1/220045.wav,1
218055.wav,data/backapp_full_audios/1/218055.wav,1
328814.wav,data/backapp_full_audios/1/328814.wav,1
169628.wav,data/backapp_full_audios/1/169628.wav,1
353295.wav,data/backapp_full_audios/1/353295.wav,1
273151.wav,data/backapp_full_audios/1/273151.wav,1
320247.wav,data/backapp_full_audios/1/320247.wav,1
382989.wav,data/backapp_full_audios/1/382989.wav,1
50156.wav,data/backapp_full_audios/1/50156.wav,1
131709.wav,data/backapp_full_audios/1/131709.wav,1
220694.wav,data/backapp_full_audios/1/220694.wav,1
220657.wav,data/backapp_full_audios/1/220657.wav,1
402861.wav,data/backapp_full_audios/1/402861.wav,1
220655.wav,data/backapp_full_audios/1/220655.wav,1
104029.wav,data/backapp_full_audios/1/104029.wav,1
180315.wav,data/backapp_full_audios/1/180315.wav,1
159460.wav,data/backapp_full_audios/1/159460.wav,1
56900.wav,data/backapp_full_audios/1/56900.wav,1
343872.wav,data/backapp_full_audios/1/343872.wav,1
316640.wav,data/backapp_full_audios/1/316640.wav,1
27451.wav,data/backapp_full_audios/1/27451.wav,1
273153.wav,data/backapp_full_audios/1/273153.wav,1
466063.wav,data/backapp_full_audios/1/466063.wav,1
220292.wav,data/backapp_full_audios/1/220292.wav,1
348310.wav,data/backapp_full_audios/1/348310.wav,1
267480.wav,data/backapp_full_audios/1/267480.wav,1
381893.wav,data/backapp_full_audios/1/381893.wav,1
168723.wav,data/backapp_full_audios/1/168723.wav,1
66949.wav,data/backapp_full_audios/1/66949.wav,1
404142.wav,data/backapp_full_audios/1/404142.wav,1
220293.wav,data/backapp_full_audios/1/220293.wav,1
353296.wav,data/backapp_full_audios/1/353296.wav,1
175389.wav,data/backapp_full_audios/1/175389.wav,1
56901.wav,data/backapp_full_audios/1/56901.wav,1
180314.wav,data/backapp_full_audios/1/180314.wav,1
104028.wav,data/backapp_full_audios/1/104028.wav,1
180310.wav,data/backapp_full_audios/1/180310.wav,1
104038.wav,data/backapp_full_audios/1/104038.wav,1
159459.wav,data/backapp_full_audios/1/159459.wav,1
60521.wav,data/backapp_full_audios/1/60521.wav,1
278177.wav,data/backapp_full_audios/1/278177.wav,1
222537.wav,data/backapp_full_audios/1/222537.wav,1
353286.wav,data/backapp_full_audios/1/353286.wav,1
427774.wav,data/backapp_full_audios/1/427774.wav,1
351334.wav,data/backapp_full_audios/1/351334.wav,1
328813.wav,data/backapp_full_audios/1/328813.wav,1
222669.wav,data/backapp_full_audios/1/222669.wav,1
110139.wav,data/backapp_full_audios/1/110139.wav,1
30276.wav,data/backapp_full_audios/1/30276.wav,1
249745.wav,data/backapp_full_audios/1/249745.wav,1
30277.wav,data/backapp_full_audios/1/30277.wav,1
45603.wav,data/backapp_full_audios/1/45603.wav,1
202037.wav,data/backapp_full_audios/1/202037.wav,1
387997.wav,data/backapp_full_audios/1/387997.wav,1
351335.wav,data/backapp_full_audios/1/351335.wav,1
255806.wav,data/backapp_full_audios/1/255806.wav,1
353287.wav,data/backapp_full_audios/1/353287.wav,1
173070.wav,data/backapp_full_audios/1/173070.wav,1
355741.wav,data/backapp_full_audios/1/355741.wav,1
386055.wav,data/backapp_full_audios/1/386055.wav,1
29849.wav,data/backapp_full_audios/1/29849.wav,1
144435.wav,data/backapp_full_audios/1/144435.wav,1
180305.wav,data/backapp_full_audios/1/180305.wav,1
180313.wav,data/backapp_full_audios/1/180313.wav,1
180307.wav,data/backapp_full_audios/1/180307.wav,1
9428.wav,data/backapp_full_audios/1/9428.wav,1
368824.wav,data/backapp_full_audios/1/368824.wav,1
261419.wav,data/backapp_full_audios/1/261419.wav,1
162157.wav,data/backapp_full_audios/1/162157.wav,1
353291.wav,data/backapp_full_audios/1/353291.wav,1
353285.wav,data/backapp_full_audios/1/353285.wav,1
420018.wav,data/backapp_full_audios/1/420018.wav,1
270474.wav,data/backapp_full_audios/1/270474.wav,1
351337.wav,data/backapp_full_audios/1/351337.wav,1
360465.wav,data/backapp_full_audios/1/360465.wav,1
394282.wav,data/backapp_full_audios/1/394282.wav,1
56899.wav,data/backapp_full_audios/1/56899.wav,1
249791.wav,data/backapp_full_audios/1/249791.wav,1
381894.wav,data/backapp_full_audios/1/381894.wav,1
168725.wav,data/backapp_full_audios/1/168725.wav,1
381895.wav,data/backapp_full_audios/1/381895.wav,1
41328.wav,data/backapp_full_audios/1/41328.wav,1
353086.wav,data/backapp_full_audios/1/353086.wav,1
220295.wav,data/backapp_full_audios/1/220295.wav,1
343915.wav,data/backapp_full_audios/1/343915.wav,1
59163.wav,data/backapp_full_audios/1/59163.wav,1
222535.wav,data/backapp_full_audios/1/222535.wav,1
48052.wav,data/backapp_full_audios/1/48052.wav,1
154427.wav,data/backapp_full_audios/1/154427.wav,1
220646.wav,data/backapp_full_audios/1/220646.wav,1
9429.wav,data/backapp_full_audios/1/9429.wav,1
270515.wav,data/backapp_full_audios/0/270515.wav,0
107032.wav,data/backapp_full_audios/0/107032.wav,0
94718.wav,data/backapp_full_audios/0/94718.wav,0
249066.wav,data/backapp_full_audios/0/249066.wav,0
366973.wav,data/backapp_full_audios/0/366973.wav,0
209365.wav,data/backapp_full_audios/0/209365.wav,0
248774.wav,data/backapp_full_audios/0/248774.wav,0
236016.wav,data/backapp_full_audios/0/236016.wav,0
405140.wav,data/backapp_full_audios/0/405140.wav,0
355310.wav,data/backapp_full_audios/0/355310.wav,0
85760.wav,data/backapp_full_audios/0/85760.wav,0
130030.wav,data/backapp_full_audios/0/130030.wav,0
248808.wav,data/backapp_full_audios/0/248808.wav,0
37794.wav,data/backapp_full_audios/0/37794.wav,0
174898.wav,data/backapp_full_audios/0/174898.wav,0
408228.wav,data/backapp_full_audios/0/408228.wav,0
341602.wav,data/backapp_full_audios/0/341602.wav,0
276080.wav,data/backapp_full_audios/0/276080.wav,0
415670.wav,data/backapp_full_audios/0/415670.wav,0
68301.wav,data/backapp_full_audios/0/68301.wav,0
399765.wav,data/backapp_full_audios/0/399765.wav,0
166955.wav,data/backapp_full_audios/0/166955.wav,0
389524.wav,data/backapp_full_audios/0/389524.wav,0
92943.wav,data/backapp_full_audios/0/92943.wav,0
15753.wav,data/backapp_full_audios/0/15753.wav,0
330021.wav,data/backapp_full_audios/0/330021.wav,0
74513.wav,data/backapp_full_audios/0/74513.wav,0
383455.wav,data/backapp_full_audios/0/383455.wav,0
274640.wav,data/backapp_full_audios/0/274640.wav,0
328616.wav,data/backapp_full_audios/0/328616.wav,0
153696.wav,data/backapp_full_audios/0/153696.wav,0
60184.wav,data/backapp_full_audios/0/60184.wav,0
391282.wav,data/backapp_full_audios/0/391282.wav,0
247154.wav,data/backapp_full_audios/0/247154.wav,0
154449.wav,data/backapp_full_audios/0/154449.wav,0
149162.wav,data/backapp_full_audios/0/149162.wav,0
13850.wav,data/backapp_full_audios/0/13850.wav,0
396940.wav,data/backapp_full_audios/0/396940.wav,0
374197.wav,data/backapp_full_audios/0/374197.wav,0
23288.wav,data/backapp_full_audios/0/23288.wav,0
20289.wav,data/backapp_full_audios/0/20289.wav,0
354754.wav,data/backapp_full_audios/0/354754.wav,0
228362.wav,data/backapp_full_audios/0/228362.wav,0
247124.wav,data/backapp_full_audios/0/247124.wav,0
85894.wav,data/backapp_full_audios/0/85894.wav,0
373632.wav,data/backapp_full_audios/0/373632.wav,0
259739.wav,data/backapp_full_audios/0/259739.wav,0
135718.wav,data/backapp_full_audios/0/135718.wav,0
330854.wav,data/backapp_full_audios/0/330854.wav,0
113211.wav,data/backapp_full_audios/0/113211.wav,0
247551.wav,data/backapp_full_audios/0/247551.wav,0
269466.wav,data/backapp_full_audios/0/269466.wav,0
91175.wav,data/backapp_full_audios/0/91175.wav,0
123968.wav,data/backapp_full_audios/0/123968.wav,0
358572.wav,data/backapp_full_audios/0/358572.wav,0
242686.wav,data/backapp_full_audios/0/242686.wav,0
34131.wav,data/backapp_full_audios/0/34131.wav,0
154254.wav,data/backapp_full_audios/0/154254.wav,0
109576.wav,data/backapp_full_audios/0/109576.wav,0
124524.wav,data/backapp_full_audios/0/124524.wav,0
21733.wav,data/backapp_full_audios/0/21733.wav,0
251961.wav,data/backapp_full_audios/0/251961.wav,0
418239.wav,data/backapp_full_audios/0/418239.wav,0
5366.wav,data/backapp_full_audios/0/5366.wav,0
170736.wav,data/backapp_full_audios/0/170736.wav,0
213980.wav,data/backapp_full_audios/0/213980.wav,0
11617.wav,data/backapp_full_audios/0/11617.wav,0
246917.wav,data/backapp_full_audios/0/246917.wav,0
354508.wav,data/backapp_full_audios/0/354508.wav,0
136730.wav,data/backapp_full_audios/0/136730.wav,0
247943.wav,data/backapp_full_audios/0/247943.wav,0
274854.wav,data/backapp_full_audios/0/274854.wav,0
36837.wav,data/backapp_full_audios/0/36837.wav,0
38542.wav,data/backapp_full_audios/0/38542.wav,0
207597.wav,data/backapp_full_audios/0/207597.wav,0
175502.wav,data/backapp_full_audios/0/175502.wav,0
413623.wav,data/backapp_full_audios/0/413623.wav,0
19859.wav,data/backapp_full_audios/0/19859.wav,0
355011.wav,data/backapp_full_audios/0/355011.wav,0
146277.wav,data/backapp_full_audios/0/146277.wav,0
209210.wav,data/backapp_full_audios/0/209210.wav,0
144617.wav,data/backapp_full_audios/0/144617.wav,0
412918.wav,data/backapp_full_audios/0/412918.wav,0
26645.wav,data/backapp_full_audios/0/26645.wav,0
368338.wav,data/backapp_full_audios/0/368338.wav,0
32940.wav,data/backapp_full_audios/0/32940.wav,0
345574.wav,data/backapp_full_audios/0/345574.wav,0
332850.wav,data/backapp_full_audios/0/332850.wav,0
46280.wav,data/backapp_full_audios/0/46280.wav,0
46048.wav,data/backapp_full_audios/0/46048.wav,0
175492.wav,data/backapp_full_audios/0/175492.wav,0
273604.wav,data/backapp_full_audios/0/273604.wav,0
65963.wav,data/backapp_full_audios/0/65963.wav,0
234221.wav,data/backapp_full_audios/0/234221.wav,0
397450.wav,data/backapp_full_audios/0/397450.wav,0
387892.wav,data/backapp_full_audios/0/387892.wav,0
378579.wav,data/backapp_full_audios/0/378579.wav,0
254395.wav,data/backapp_full_audios/0/254395.wav,0
13430.wav,data/backapp_full_audios/0/13430.wav,0
183604.wav,data/backapp_full_audios/0/183604.wav,0
276130.wav,data/backapp_full_audios/0/276130.wav,0
93908.wav,data/backapp_full_audios/0/93908.wav,0
396232.wav,data/backapp_full_audios/0/396232.wav,0
31633.wav,data/backapp_full_audios/0/31633.wav,0
319113.wav,data/backapp_full_audios/0/319113.wav,0
102964.wav,data/backapp_full_audios/0/102964.wav,0
